hgnc_symbol	gene_biotype	ensembl_gene_id	kegg	GO_category	Description	Cluster
TULP3	protein_coding	ENSG00000078246	No_kegg	NA	NA	AD_cluster3
PKD2L2	protein_coding	ENSG00000078795	No_kegg	NA	NA	AD_cluster3
ZNF510	protein_coding	ENSG00000081386	No_kegg	NA	NA	AD_cluster3
EPB41L3	protein_coding	ENSG00000082397	No_kegg	NA	NA	AD_cluster3
OXCT1	protein_coding	ENSG00000083720	No_kegg	NA	NA	AD_cluster3
SCAMP1	protein_coding	ENSG00000085365	No_kegg	NA	NA	AD_cluster3
PGS1	protein_coding	ENSG00000087157	No_kegg	NA	NA	AD_cluster3
DNM1L	protein_coding	ENSG00000087470	No_kegg	NA	NA	AD_cluster3
PHACTR3	protein_coding	ENSG00000087495	No_kegg	NA	NA	AD_cluster3
ZBTB25	protein_coding	ENSG00000089775	No_kegg	NA	NA	AD_cluster3
ORC6	protein_coding	ENSG00000091651	No_kegg	NA	NA	AD_cluster3
SLC17A6	protein_coding	ENSG00000091664	No_kegg	NA	NA	AD_cluster3
NUP188	protein_coding	ENSG00000095319	No_kegg	NA	NA	AD_cluster3
TBC1D2	protein_coding	ENSG00000095383	No_kegg	NA	NA	AD_cluster3
CATSPERG	protein_coding	ENSG00000099338	No_kegg	NA	NA	AD_cluster3
FKBP3	protein_coding	ENSG00000100442	No_kegg	NA	NA	AD_cluster3
C14orf93	protein_coding	ENSG00000100802	No_kegg	NA	NA	AD_cluster3
SEC23A	protein_coding	ENSG00000100934	No_kegg	NA	NA	AD_cluster3
NINL	protein_coding	ENSG00000101004	No_kegg	NA	NA	AD_cluster3
RNMT	protein_coding	ENSG00000101654	No_kegg	NA	NA	AD_cluster3
SLC25A14	protein_coding	ENSG00000102078	No_kegg	NA	NA	AD_cluster3
HTR2A	protein_coding	ENSG00000102468	No_kegg	NA	NA	AD_cluster3
NDFIP2	protein_coding	ENSG00000102471	No_kegg	NA	NA	AD_cluster3
FGF9	protein_coding	ENSG00000102678	No_kegg	NA	NA	AD_cluster3
KPNA3	protein_coding	ENSG00000102753	No_kegg	NA	NA	AD_cluster3
MLYCD	protein_coding	ENSG00000103150	No_kegg	NA	NA	AD_cluster3
LMF1	protein_coding	ENSG00000103227	No_kegg	NA	NA	AD_cluster3
MTMR9	protein_coding	ENSG00000104643	No_kegg	NA	NA	AD_cluster3
ARHGEF10	protein_coding	ENSG00000104728	No_kegg	NA	NA	AD_cluster3
PPP1R13L	protein_coding	ENSG00000104881	No_kegg	NA	NA	AD_cluster3
LIG1	protein_coding	ENSG00000105486	No_kegg	NA	NA	AD_cluster3
MET	protein_coding	ENSG00000105976	No_kegg	NA	NA	AD_cluster3
WASL	protein_coding	ENSG00000106299	No_kegg	NA	NA	AD_cluster3
ZNF862	protein_coding	ENSG00000106479	No_kegg	NA	NA	AD_cluster3
ANKMY2	protein_coding	ENSG00000106524	No_kegg	NA	NA	AD_cluster3
MRPL32	protein_coding	ENSG00000106591	No_kegg	NA	NA	AD_cluster3
TMEM245	protein_coding	ENSG00000106771	No_kegg	NA	NA	AD_cluster3
AKNA	protein_coding	ENSG00000106948	No_kegg	NA	NA	AD_cluster3
ELAVL2	protein_coding	ENSG00000107105	No_kegg	NA	NA	AD_cluster3
ZFAND5	protein_coding	ENSG00000107372	No_kegg	NA	NA	AD_cluster3
ATRNL1	protein_coding	ENSG00000107518	No_kegg	NA	NA	AD_cluster3
PALD1	protein_coding	ENSG00000107719	No_kegg	NA	NA	AD_cluster3
DNAJC12	protein_coding	ENSG00000108176	No_kegg	NA	NA	AD_cluster3
MED31	protein_coding	ENSG00000108590	No_kegg	NA	NA	AD_cluster3
ALOX12	protein_coding	ENSG00000108839	No_kegg	NA	NA	AD_cluster3
MYH3	protein_coding	ENSG00000109063	No_kegg	NA	NA	AD_cluster3
TBC1D9	protein_coding	ENSG00000109436	No_kegg	NA	NA	AD_cluster3
GLRB	protein_coding	ENSG00000109738	No_kegg	NA	NA	AD_cluster3
ELMOD1	protein_coding	ENSG00000110675	No_kegg	NA	NA	AD_cluster3
GTF2H1	protein_coding	ENSG00000110768	No_kegg	NA	NA	AD_cluster3
TSPAN11	protein_coding	ENSG00000110900	No_kegg	NA	NA	AD_cluster3
KRR1	protein_coding	ENSG00000111615	No_kegg	NA	NA	AD_cluster3
BLTP3B	protein_coding	ENSG00000111647	No_kegg	NA	NA	AD_cluster3
SUDS3	protein_coding	ENSG00000111707	No_kegg	NA	NA	AD_cluster3
ZBTB24	protein_coding	ENSG00000112365	No_kegg	NA	NA	AD_cluster3
HMGCR	protein_coding	ENSG00000113161	No_kegg	NA	NA	AD_cluster3
WWC1	protein_coding	ENSG00000113645	No_kegg	NA	NA	AD_cluster3
ARL6	protein_coding	ENSG00000113966	No_kegg	NA	NA	AD_cluster3
PFKFB4	protein_coding	ENSG00000114268	No_kegg	NA	NA	AD_cluster3
MRPL3	protein_coding	ENSG00000114686	No_kegg	NA	NA	AD_cluster3
HEMK1	protein_coding	ENSG00000114735	No_kegg	NA	NA	AD_cluster3
DNAJC27	protein_coding	ENSG00000115137	No_kegg	NA	NA	AD_cluster3
ELMOD3	protein_coding	ENSG00000115459	No_kegg	NA	NA	AD_cluster3
COX7A2L	protein_coding	ENSG00000115944	kegg	NA	NA	AD_cluster3
PLEKHA3	protein_coding	ENSG00000116095	No_kegg	NA	NA	AD_cluster3
EPHA4	protein_coding	ENSG00000116106	No_kegg	NA	NA	AD_cluster3
P3H1	protein_coding	ENSG00000117385	No_kegg	NA	NA	AD_cluster3
ARID1A	protein_coding	ENSG00000117713	No_kegg	NA	NA	AD_cluster3
RCN2	protein_coding	ENSG00000117906	No_kegg	NA	NA	AD_cluster3
CNR1	protein_coding	ENSG00000118432	No_kegg	NA	NA	AD_cluster3
RNF146	protein_coding	ENSG00000118518	No_kegg	intracellular trafficking	endoplasmic reticulum membrane organization,protein K48-linked ubiquitination	AD_cluster3_nodes
RAB3GAP2	protein_coding	ENSG00000118873	No_kegg	NA	NA	AD_cluster3
SENP5	protein_coding	ENSG00000119231	No_kegg	NA	NA	AD_cluster3
RAB14	protein_coding	ENSG00000119396	No_kegg	NA	NA	AD_cluster3
NUDCD1	protein_coding	ENSG00000120526	No_kegg	NA	NA	AD_cluster3
NECAB1	protein_coding	ENSG00000123119	No_kegg	NA	NA	AD_cluster3
IKZF4	protein_coding	ENSG00000123411	No_kegg	NA	NA	AD_cluster3
ARFGEF2	protein_coding	ENSG00000124198	No_kegg	NA	NA	AD_cluster3
CSE1L	protein_coding	ENSG00000124207	No_kegg	NA	NA	AD_cluster3
NAGK	protein_coding	ENSG00000124357	No_kegg	NA	NA	AD_cluster3
HIF3A	protein_coding	ENSG00000124440	No_kegg	NA	NA	AD_cluster3
MRS2	protein_coding	ENSG00000124532	No_kegg	NA	NA	AD_cluster3
FLRT3	protein_coding	ENSG00000125848	No_kegg	NA	NA	AD_cluster3
IDUA	protein_coding	ENSG00000127415	No_kegg	NA	NA	AD_cluster3
HIP1	protein_coding	ENSG00000127946	No_kegg	NA	NA	AD_cluster3
GAL3ST1	protein_coding	ENSG00000128242	No_kegg	NA	NA	AD_cluster3
BAIAP2L2	protein_coding	ENSG00000128298	No_kegg	NA	NA	AD_cluster3
KLHDC10	protein_coding	ENSG00000128607	No_kegg	NA	NA	AD_cluster3
CGNL1	protein_coding	ENSG00000128849	No_kegg	NA	NA	AD_cluster3
RHBDF2	protein_coding	ENSG00000129667	No_kegg	NA	NA	AD_cluster3
ASH2L	protein_coding	ENSG00000129691	No_kegg	NA	NA	AD_cluster3
IQCN	protein_coding	ENSG00000130518	No_kegg	NA	NA	AD_cluster3
EFR3A	protein_coding	ENSG00000132294	No_kegg	NA	NA	AD_cluster3
BTBD3	protein_coding	ENSG00000132640	No_kegg	NA	NA	AD_cluster3
POLR3F	protein_coding	ENSG00000132664	No_kegg	NA	NA	AD_cluster3
PEMT	protein_coding	ENSG00000133027	No_kegg	NA	NA	AD_cluster3
GPALPP1	protein_coding	ENSG00000133114	No_kegg	NA	NA	AD_cluster3
KRAS	protein_coding	ENSG00000133703	kegg	NA	NA	AD_cluster3
ARL8B	protein_coding	ENSG00000134108	No_kegg	NA	NA	AD_cluster3
FBH1	protein_coding	ENSG00000134452	No_kegg	NA	NA	AD_cluster3
DDB2	protein_coding	ENSG00000134574	No_kegg	NA	NA	AD_cluster3
SPDYE1	protein_coding	ENSG00000136206	No_kegg	NA	NA	AD_cluster3
SCN2A	protein_coding	ENSG00000136531	No_kegg	NA	NA	AD_cluster3
ANKRD42	protein_coding	ENSG00000137494	No_kegg	NA	NA	AD_cluster3
RTCA	protein_coding	ENSG00000137996	No_kegg	NA	NA	AD_cluster3
STAMBPL1	protein_coding	ENSG00000138134	No_kegg	NA	NA	AD_cluster3
NUP58	protein_coding	ENSG00000139496	No_kegg	NA	NA	AD_cluster3
SETDB1	protein_coding	ENSG00000143379	No_kegg	NA	NA	AD_cluster3
SCCPDH	protein_coding	ENSG00000143653	No_kegg	NA	NA	AD_cluster3
LNPK	protein_coding	ENSG00000144320	No_kegg	NA	NA	AD_cluster3
DYNC1LI1	protein_coding	ENSG00000144635	No_kegg	NA	NA	AD_cluster3
BOC	protein_coding	ENSG00000144857	No_kegg	NA	NA	AD_cluster3
EIF2A	protein_coding	ENSG00000144895	No_kegg	NA	NA	AD_cluster3
CISD2	protein_coding	ENSG00000145354	No_kegg	NA	NA	AD_cluster3
GABRB2	protein_coding	ENSG00000145864	No_kegg	NA	NA	AD_cluster3
PURB	protein_coding	ENSG00000146676	No_kegg	NA	NA	AD_cluster3
LANCL3	protein_coding	ENSG00000147036	No_kegg	NA	NA	AD_cluster3
RPP30	protein_coding	ENSG00000148688	No_kegg	NA	NA	AD_cluster3
AASDHPPT	protein_coding	ENSG00000149313	No_kegg	NA	NA	AD_cluster3
TMEM138	protein_coding	ENSG00000149483	No_kegg	NA	NA	AD_cluster3
MTCL2	protein_coding	ENSG00000149639	No_kegg	NA	NA	AD_cluster3
DLG5	protein_coding	ENSG00000151208	No_kegg	NA	NA	AD_cluster3
CSNK1G3	protein_coding	ENSG00000151292	No_kegg	NA	NA	AD_cluster3
CDC123	protein_coding	ENSG00000151465	No_kegg	NA	NA	AD_cluster3
C4orf33	protein_coding	ENSG00000151470	No_kegg	NA	NA	AD_cluster3
TDO2	protein_coding	ENSG00000151790	No_kegg	NA	NA	AD_cluster3
GUF1	protein_coding	ENSG00000151806	No_kegg	NA	NA	AD_cluster3
TLCD4	protein_coding	ENSG00000152078	No_kegg	NA	NA	AD_cluster3
ARL14EP	protein_coding	ENSG00000152219	No_kegg	NA	NA	AD_cluster3
TADA1	protein_coding	ENSG00000152382	No_kegg	NA	NA	AD_cluster3
GPR180	protein_coding	ENSG00000152749	No_kegg	NA	NA	AD_cluster3
RAB3C	protein_coding	ENSG00000152932	No_kegg	NA	NA	AD_cluster3
APCDD1	protein_coding	ENSG00000154856	No_kegg	NA	NA	AD_cluster3
ACSS1	protein_coding	ENSG00000154930	No_kegg	NA	NA	AD_cluster3
NPTN	protein_coding	ENSG00000156642	No_kegg	NA	NA	AD_cluster3
ZFYVE9	protein_coding	ENSG00000157077	No_kegg	NA	NA	AD_cluster3
PWWP3B	protein_coding	ENSG00000157502	No_kegg	NA	NA	AD_cluster3
PAFAH2	protein_coding	ENSG00000158006	No_kegg	NA	NA	AD_cluster3
PDE9A	protein_coding	ENSG00000160191	No_kegg	NA	NA	AD_cluster3
VAV2	protein_coding	ENSG00000160293	No_kegg	NA	NA	AD_cluster3
MAML1	protein_coding	ENSG00000161021	No_kegg	NA	NA	AD_cluster3
FMNL3	protein_coding	ENSG00000161791	No_kegg	NA	NA	AD_cluster3
LRP5	protein_coding	ENSG00000162337	kegg	NA	NA	AD_cluster3
FAM151A	protein_coding	ENSG00000162391	No_kegg	NA	NA	AD_cluster3
TSSK3	protein_coding	ENSG00000162526	No_kegg	NA	NA	AD_cluster3
SNED1	protein_coding	ENSG00000162804	No_kegg	NA	NA	AD_cluster3
HAAO	protein_coding	ENSG00000162882	No_kegg	NA	NA	AD_cluster3
MAPKAPK2	protein_coding	ENSG00000162889	No_kegg	NA	NA	AD_cluster3
CFAP36	protein_coding	ENSG00000163001	No_kegg	NA	NA	AD_cluster3
GNPDA2	protein_coding	ENSG00000163281	No_kegg	NA	NA	AD_cluster3
KBTBD8	protein_coding	ENSG00000163376	No_kegg	NA	NA	AD_cluster3
EIF4E3	protein_coding	ENSG00000163412	No_kegg	NA	NA	AD_cluster3
AZI2	protein_coding	ENSG00000163512	No_kegg	NA	NA	AD_cluster3
SUCLG1	protein_coding	ENSG00000163541	No_kegg	NA	NA	AD_cluster3
MTMR14	protein_coding	ENSG00000163719	No_kegg	NA	NA	AD_cluster3
FYCO1	protein_coding	ENSG00000163820	No_kegg	NA	NA	AD_cluster3
DNALI1	protein_coding	ENSG00000163879	No_kegg	NA	NA	AD_cluster3
METAP1	protein_coding	ENSG00000164024	No_kegg	NA	NA	AD_cluster3
DNAJB14	protein_coding	ENSG00000164031	No_kegg	NA	NA	AD_cluster3
SLC25A32	protein_coding	ENSG00000164933	No_kegg	NA	NA	AD_cluster3
FBXO33	protein_coding	ENSG00000165355	No_kegg	NA	NA	AD_cluster3
VSTM4	protein_coding	ENSG00000165633	No_kegg	NA	NA	AD_cluster3
TRUB1	protein_coding	ENSG00000165832	No_kegg	NA	NA	AD_cluster3
KCNC2	protein_coding	ENSG00000166006	No_kegg	NA	NA	AD_cluster3
WBP1L	protein_coding	ENSG00000166272	No_kegg	NA	NA	AD_cluster3
GARRE1	protein_coding	ENSG00000166398	No_kegg	NA	NA	AD_cluster3
ACSF2	protein_coding	ENSG00000167107	No_kegg	NA	NA	AD_cluster3
PPP2R3B	protein_coding	ENSG00000167393	No_kegg	NA	NA	AD_cluster3
NFKBID	protein_coding	ENSG00000167604	No_kegg	NA	NA	AD_cluster3
ZNF444	protein_coding	ENSG00000167685	No_kegg	NA	NA	AD_cluster3
NXN	protein_coding	ENSG00000167693	No_kegg	NA	NA	AD_cluster3
RAB3IL1	protein_coding	ENSG00000167994	No_kegg	NA	NA	AD_cluster3
KIAA1586	protein_coding	ENSG00000168116	No_kegg	NA	NA	AD_cluster3
ZBTB5	protein_coding	ENSG00000168795	No_kegg	NA	NA	AD_cluster3
MFF	protein_coding	ENSG00000168958	No_kegg	NA	NA	AD_cluster3
PXDC1	protein_coding	ENSG00000168994	No_kegg	NA	NA	AD_cluster3
RAB3B	protein_coding	ENSG00000169213	No_kegg	NA	NA	AD_cluster3
ADRB2	protein_coding	ENSG00000169252	No_kegg	NA	NA	AD_cluster3
SPATA24	protein_coding	ENSG00000170469	No_kegg	NA	NA	AD_cluster3
TPT1-AS1	lncRNA	ENSG00000170919	No_kegg	NA	NA	AD_cluster3
NINJ2	protein_coding	ENSG00000171840	No_kegg	NA	NA	AD_cluster3
RNF213	protein_coding	ENSG00000173821	No_kegg	NA	NA	AD_cluster3
LEMD3	protein_coding	ENSG00000174106	No_kegg	NA	NA	AD_cluster3
FAM174A	protein_coding	ENSG00000174132	No_kegg	NA	NA	AD_cluster3
FAM53A	protein_coding	ENSG00000174137	No_kegg	NA	NA	AD_cluster3
LIG4	protein_coding	ENSG00000174405	No_kegg	NA	NA	AD_cluster3
GTF2IRD2B	protein_coding	ENSG00000174428	No_kegg	NA	NA	AD_cluster3
FUT2	protein_coding	ENSG00000176920	No_kegg	NA	NA	AD_cluster3
NINJ2-AS1	lncRNA	ENSG00000177406	No_kegg	NA	NA	AD_cluster3
C2orf69	protein_coding	ENSG00000178074	No_kegg	NA	NA	AD_cluster3
NDUFV2	protein_coding	ENSG00000178127	kegg	NA	NA	AD_cluster3
CSRNP3	protein_coding	ENSG00000178662	No_kegg	NA	NA	AD_cluster3
MIGA1	protein_coding	ENSG00000180488	No_kegg	NA	NA	AD_cluster3
SLC36A4	protein_coding	ENSG00000180773	No_kegg	NA	NA	AD_cluster3
CUEDC1	protein_coding	ENSG00000180891	No_kegg	NA	NA	AD_cluster3
RAP2B	protein_coding	ENSG00000181467	No_kegg	NA	NA	AD_cluster3
	lncRNA	ENSG00000183308	No_kegg	NA	NA	AD_cluster3
ZNRF3	protein_coding	ENSG00000183579	No_kegg	NA	NA	AD_cluster3
SFXN4	protein_coding	ENSG00000183605	No_kegg	NA	NA	AD_cluster3
PPP1R2	protein_coding	ENSG00000184203	No_kegg	Mitochondrial energy production	aerobic electron transport chain,aerobic respiration,ATP biosynthetic process,ATP metabolic process,ATP synthesis coupled electron transport,cellular respiration,electron transport chain,energy derivation by oxidation of organic compounds,generation of precursor metabolites and energy,mitochondrial ATP synthesis coupled electron transport,mitochondrial electron transport, cytochrome c to oxygen,mitochondrial electron transport, NADH to ubiquinone,mitochondrial electron transport, ubiquinol to cytochrome c,mitochondrial respiratory chain complex assembly,mitochondrial respiratory chain complex I assembly,NADH dehydrogenase complex assembly,nucleoside phosphate biosynthetic process,nucleoside triphosphate biosynthetic process,nucleoside triphosphate metabolic process,nucleotide biosynthetic process,oxidative phosphorylation,proton motive force-driven ATP synthesis,proton motive force-driven mitochondrial ATP synthesis,proton transmembrane transport,purine-containing compound biosynthetic process,purine-containing compound metabolic process,purine nucleoside triphosphate biosynthetic process,purine nucleoside triphosphate metabolic process,purine nucleotide biosynthetic process,purine nucleotide metabolic process,purine ribonucleoside triphosphate biosynthetic process,purine ribonucleoside triphosphate metabolic process,purine ribonucleotide biosynthetic process,purine ribonucleotide metabolic process,respiratory electron transport chain,ribonucleoside triphosphate biosynthetic process,ribonucleoside triphosphate metabolic process,ribonucleotide biosynthetic process,ribonucleotide metabolic process,ribose phosphate biosynthetic process,ribose phosphate metabolic process,tricarboxylic acid cycle	AD_cluster3_nodes
DRD1	protein_coding	ENSG00000184845	No_kegg	NA	NA	AD_cluster3
TMEM106A	protein_coding	ENSG00000184988	No_kegg	NA	NA	AD_cluster3
IFIT1	protein_coding	ENSG00000185745	No_kegg	NA	NA	AD_cluster3
THNSL1	protein_coding	ENSG00000185875	No_kegg	NA	NA	AD_cluster3
ANKRD46	protein_coding	ENSG00000186106	No_kegg	NA	NA	AD_cluster3
SPATC1	protein_coding	ENSG00000186583	No_kegg	NA	NA	AD_cluster3
PRR5	protein_coding	ENSG00000186654	No_kegg	NA	NA	AD_cluster3
TPCN1	protein_coding	ENSG00000186815	No_kegg	NA	NA	AD_cluster3
PPARA	protein_coding	ENSG00000186951	No_kegg	NA	NA	AD_cluster3
HSPA14	protein_coding	ENSG00000187522	No_kegg	NA	NA	AD_cluster3
C2orf80	protein_coding	ENSG00000188674	No_kegg	NA	NA	AD_cluster3
APOD	protein_coding	ENSG00000189058	No_kegg	NA	NA	AD_cluster3
ZNF79	protein_coding	ENSG00000196152	No_kegg	NA	NA	AD_cluster3
ZNF681	protein_coding	ENSG00000196172	No_kegg	NA	NA	AD_cluster3
NPIPB15	protein_coding	ENSG00000196436	No_kegg	NA	NA	AD_cluster3
CD47	protein_coding	ENSG00000196776	No_kegg	NA	NA	AD_cluster3
	protein_coding	ENSG00000196826	No_kegg	NA	NA	AD_cluster3
ZFP28	protein_coding	ENSG00000196867	No_kegg	NA	NA	AD_cluster3
UAP1L1	protein_coding	ENSG00000197355	No_kegg	NA	NA	AD_cluster3
	lncRNA	ENSG00000197813	No_kegg	NA	NA	AD_cluster3
SVIP	protein_coding	ENSG00000198168	No_kegg	NA	NA	AD_cluster3
ZNF251	protein_coding	ENSG00000198169	No_kegg	NA	NA	AD_cluster3
HYLS1	protein_coding	ENSG00000198331	No_kegg	NA	NA	AD_cluster3
GFPT1	protein_coding	ENSG00000198380	No_kegg	Mitochondrial energy production	aerobic electron transport chain,aerobic respiration,ATP biosynthetic process,ATP metabolic process,ATP synthesis coupled electron transport,cellular respiration,electron transport chain,energy derivation by oxidation of organic compounds,generation of precursor metabolites and energy,mitochondrial ATP synthesis coupled electron transport,mitochondrial electron transport, cytochrome c to oxygen,mitochondrial electron transport, NADH to ubiquinone,mitochondrial electron transport, ubiquinol to cytochrome c,mitochondrial respiratory chain complex assembly,mitochondrial respiratory chain complex I assembly,NADH dehydrogenase complex assembly,nucleoside phosphate biosynthetic process,nucleoside triphosphate biosynthetic process,nucleoside triphosphate metabolic process,nucleotide biosynthetic process,oxidative phosphorylation,proton motive force-driven ATP synthesis,proton motive force-driven mitochondrial ATP synthesis,proton transmembrane transport,purine-containing compound biosynthetic process,purine-containing compound metabolic process,purine nucleoside triphosphate biosynthetic process,purine nucleoside triphosphate metabolic process,purine nucleotide biosynthetic process,purine nucleotide metabolic process,purine ribonucleoside triphosphate biosynthetic process,purine ribonucleoside triphosphate metabolic process,purine ribonucleotide biosynthetic process,purine ribonucleotide metabolic process,respiratory electron transport chain,ribonucleoside triphosphate biosynthetic process,ribonucleoside triphosphate metabolic process,ribonucleotide biosynthetic process,ribonucleotide metabolic process,ribose phosphate biosynthetic process,ribose phosphate metabolic process,tricarboxylic acid cycle	AD_cluster3_nodes
NBR2	lncRNA	ENSG00000198496	No_kegg	NA	NA	AD_cluster3
ARMH1	protein_coding	ENSG00000198520	No_kegg	NA	NA	AD_cluster3
ZNF789	protein_coding	ENSG00000198556	No_kegg	NA	NA	AD_cluster3
ASAH2B	protein_coding	ENSG00000204147	No_kegg	NA	NA	AD_cluster3
BMPR2	protein_coding	ENSG00000204217	No_kegg	NA	NA	AD_cluster3
SPIN3	protein_coding	ENSG00000204271	No_kegg	NA	NA	AD_cluster3
ZNF814	protein_coding	ENSG00000204514	No_kegg	NA	NA	AD_cluster3
TMEM170B	protein_coding	ENSG00000205269	No_kegg	NA	NA	AD_cluster3
SPDYE18	protein_coding	ENSG00000205482	No_kegg	NA	NA	AD_cluster3
DNAJC19	protein_coding	ENSG00000205981	No_kegg	NA	NA	AD_cluster3
LINC01089	lncRNA	ENSG00000212694	No_kegg	NA	NA	AD_cluster3
	lncRNA	ENSG00000213062	No_kegg	NA	NA	AD_cluster3
VAC14-AS1	lncRNA	ENSG00000214353	No_kegg	NA	NA	AD_cluster3
PPP3R1	protein_coding	ENSG00000221823	kegg	NA	NA	AD_cluster3
BTBD19	protein_coding	ENSG00000222009	No_kegg	NA	NA	AD_cluster3
GALNT13-AS1	lncRNA	ENSG00000224675	No_kegg	NA	NA	AD_cluster3
RWDD3-DT	lncRNA	ENSG00000226026	No_kegg	NA	NA	AD_cluster3
LINC01709	lncRNA	ENSG00000226715	No_kegg	NA	NA	AD_cluster3
TOMM22-DT	lncRNA	ENSG00000228274	No_kegg	NA	NA	AD_cluster3
LINC01159	lncRNA	ENSG00000229743	No_kegg	NA	NA	AD_cluster3
THBS3-AS1	lncRNA	ENSG00000231064	No_kegg	NA	NA	AD_cluster3
IPO9-AS1	lncRNA	ENSG00000231871	No_kegg	NA	NA	AD_cluster3
NPIPB2	protein_coding	ENSG00000234719	No_kegg	NA	NA	AD_cluster3
SOX9-AS1	lncRNA	ENSG00000234899	No_kegg	NA	NA	AD_cluster3
DAAM2-AS1	lncRNA	ENSG00000235033	No_kegg	NA	NA	AD_cluster3
ZRANB2-AS1	lncRNA	ENSG00000235079	No_kegg	NA	NA	AD_cluster3
GSN-AS1	lncRNA	ENSG00000235865	No_kegg	NA	NA	AD_cluster3
TRHDE-AS1	lncRNA	ENSG00000236333	No_kegg	NA	NA	AD_cluster3
CCDC200	protein_coding	ENSG00000236383	No_kegg	NA	NA	AD_cluster3
ELOA-AS1	lncRNA	ENSG00000236810	No_kegg	NA	NA	AD_cluster3
CNTFR-AS1	lncRNA	ENSG00000237159	No_kegg	NA	NA	AD_cluster3
CNTN4-AS1	lncRNA	ENSG00000237990	No_kegg	NA	NA	AD_cluster3
PHACTR3-AS1	lncRNA	ENSG00000238194	No_kegg	NA	NA	AD_cluster3
LRIG2-DT	lncRNA	ENSG00000238198	No_kegg	NA	NA	AD_cluster3
STPG4	protein_coding	ENSG00000239605	No_kegg	NA	NA	AD_cluster3
IL10RB	protein_coding	ENSG00000243646	No_kegg	NA	NA	AD_cluster3
SAP30L-AS1	lncRNA	ENSG00000245275	No_kegg	NA	NA	AD_cluster3
	lncRNA	ENSG00000246477	No_kegg	NA	NA	AD_cluster3
	lncRNA	ENSG00000247970	No_kegg	NA	NA	AD_cluster3
PCDHA11	protein_coding	ENSG00000249158	No_kegg	NA	NA	AD_cluster3
CARMN	lncRNA	ENSG00000249669	No_kegg	NA	NA	AD_cluster3
ZNF564	protein_coding	ENSG00000249709	No_kegg	NA	NA	AD_cluster3
PCDHA12	protein_coding	ENSG00000251664	No_kegg	NA	NA	AD_cluster3
	lncRNA	ENSG00000254433	No_kegg	NA	NA	AD_cluster3
GRM5-AS1	lncRNA	ENSG00000255082	No_kegg	NA	NA	AD_cluster3
SLC39A13-AS1	lncRNA	ENSG00000255197	No_kegg	NA	NA	AD_cluster3
	lncRNA	ENSG00000256512	No_kegg	NA	NA	AD_cluster3
	protein_coding	ENSG00000256591	No_kegg	NA	NA	AD_cluster3
KDM2B-DT	lncRNA	ENSG00000256742	No_kegg	NA	NA	AD_cluster3
CUX1	protein_coding	ENSG00000257923	No_kegg	NA	NA	AD_cluster3
LRFN5-DT	lncRNA	ENSG00000258636	No_kegg	NA	NA	AD_cluster3
