hgnc_symbol	gene_biotype	ensembl_gene_id	kegg	GO_category	Description	Cluster
BTF3L4	protein_coding	ENSG00000134717	No_kegg	NA	NA	ctrl_cluster7
CAPRIN1	protein_coding	ENSG00000135387	No_kegg	NA	NA	ctrl_cluster7
ISCU	protein_coding	ENSG00000136003	No_kegg	Mitochondrial energy production	aerobic respiration	ctrl_cluster7_nodes
FAM8A1	protein_coding	ENSG00000137414	No_kegg	NA	NA	ctrl_cluster7
SSB	protein_coding	ENSG00000138385	No_kegg	NA	NA	ctrl_cluster7
PARP16	protein_coding	ENSG00000138617	No_kegg	NA	NA	ctrl_cluster7
GABARAPL1	protein_coding	ENSG00000139112	No_kegg	NA	NA	ctrl_cluster7
WDR20	protein_coding	ENSG00000140153	No_kegg	NA	NA	ctrl_cluster7
ACP1	protein_coding	ENSG00000143727	No_kegg	NA	NA	ctrl_cluster7
ARL6IP5	protein_coding	ENSG00000144746	No_kegg	NA	NA	ctrl_cluster7
EIF3M	protein_coding	ENSG00000149100	No_kegg	NA	NA	ctrl_cluster7
ATP5F1A	protein_coding	ENSG00000152234	kegg	Mitochondrial energy production	aerobic respiration	ctrl_cluster7_nodes
AZIN1	protein_coding	ENSG00000155096	No_kegg	NA	NA	ctrl_cluster7
RAB39B	protein_coding	ENSG00000155961	No_kegg	NA	NA	ctrl_cluster7
GPRASP2	protein_coding	ENSG00000158301	No_kegg	NA	NA	ctrl_cluster7
RHBDL2	protein_coding	ENSG00000158315	No_kegg	NA	NA	ctrl_cluster7
VMA21	protein_coding	ENSG00000160131	No_kegg	NA	NA	ctrl_cluster7
PSMC2	protein_coding	ENSG00000161057	kegg	NA	NA	ctrl_cluster7
PEX19	protein_coding	ENSG00000162735	No_kegg	NA	NA	ctrl_cluster7
MEAF6	protein_coding	ENSG00000163875	No_kegg	NA	NA	ctrl_cluster7
H2AZ1	protein_coding	ENSG00000164032	No_kegg	NA	NA	ctrl_cluster7
MOCS2	protein_coding	ENSG00000164172	No_kegg	NA	NA	ctrl_cluster7
NSA2	protein_coding	ENSG00000164346	No_kegg	NA	NA	ctrl_cluster7
NDUFB6	protein_coding	ENSG00000165264	kegg	Mitochondrial energy production	aerobic respiration	ctrl_cluster7_nodes
VDAC2	protein_coding	ENSG00000165637	kegg	Apoptosis	apoptotic mitochondrial changes	ctrl_cluster7_nodes
GHITM	protein_coding	ENSG00000165678	No_kegg	Apoptosis,Mitochondrial energy production	apoptotic mitochondrial changes,aerobic respiration	ctrl_cluster7_nodes
MOAP1	protein_coding	ENSG00000165943	No_kegg	Apoptosis,intracellular trafficking	apoptotic mitochondrial changes,regulation of macroautophagy	ctrl_cluster7_nodes
BEX3	protein_coding	ENSG00000166681	No_kegg	NA	NA	ctrl_cluster7
DCTN5	protein_coding	ENSG00000166847	No_kegg	NA	NA	ctrl_cluster7
PAFAH1B2	protein_coding	ENSG00000168092	No_kegg	intracellular trafficking	regulation of macroautophagy	ctrl_cluster7_nodes
PDHB	protein_coding	ENSG00000168291	No_kegg	Mitochondrial energy production	aerobic respiration	ctrl_cluster7_nodes
COG7	protein_coding	ENSG00000168434	No_kegg	NA	NA	ctrl_cluster7
RAMAC	protein_coding	ENSG00000169612	No_kegg	NA	NA	ctrl_cluster7
SLC26A5	protein_coding	ENSG00000170615	No_kegg	NA	NA	ctrl_cluster7
SOSTDC1	protein_coding	ENSG00000171243	No_kegg	NA	NA	ctrl_cluster7
HOPX	protein_coding	ENSG00000171476	No_kegg	NA	NA	ctrl_cluster7
TMEM70	protein_coding	ENSG00000175606	No_kegg	NA	NA	ctrl_cluster7
BNIP3	protein_coding	ENSG00000176171	No_kegg	Apoptosis,intracellular trafficking,Mitochondrial energy production	apoptotic mitochondrial changes,aerobic respiration,regulation of macroautophagy	ctrl_cluster7_nodes
SMIM19	protein_coding	ENSG00000176209	No_kegg	NA	NA	ctrl_cluster7
NAP1L5	protein_coding	ENSG00000177432	No_kegg	NA	NA	ctrl_cluster7
HNRNPA0	protein_coding	ENSG00000177733	No_kegg	NA	NA	ctrl_cluster7
KLHL11	protein_coding	ENSG00000178502	No_kegg	NA	NA	ctrl_cluster7
CCDC43	protein_coding	ENSG00000180329	No_kegg	NA	NA	ctrl_cluster7
DIP2C-AS1	lncRNA	ENSG00000180525	No_kegg	NA	NA	ctrl_cluster7
HIGD1A	protein_coding	ENSG00000181061	No_kegg	NA	NA	ctrl_cluster7
NGRN	protein_coding	ENSG00000182768	No_kegg	NA	NA	ctrl_cluster7
ZFP1	protein_coding	ENSG00000184517	No_kegg	NA	NA	ctrl_cluster7
MAGEH1	protein_coding	ENSG00000187601	No_kegg	NA	NA	ctrl_cluster7
BLOC1S2	protein_coding	ENSG00000196072	No_kegg	Apoptosis	apoptotic mitochondrial changes	ctrl_cluster7_nodes
FAM217B	protein_coding	ENSG00000196227	No_kegg	NA	NA	ctrl_cluster7
ZXDB	protein_coding	ENSG00000198455	No_kegg	NA	NA	ctrl_cluster7
COPS8	protein_coding	ENSG00000198612	No_kegg	NA	NA	ctrl_cluster7
SLC9A6	protein_coding	ENSG00000198689	No_kegg	NA	NA	ctrl_cluster7
KIFBP	protein_coding	ENSG00000198954	No_kegg	NA	NA	ctrl_cluster7
PHACTR4	protein_coding	ENSG00000204138	No_kegg	NA	NA	ctrl_cluster7
SPDYE2	protein_coding	ENSG00000205238	No_kegg	NA	NA	ctrl_cluster7
VDAC1	protein_coding	ENSG00000213585	kegg	intracellular trafficking	regulation of macroautophagy	ctrl_cluster7_nodes
SLC16A1-AS1	lncRNA	ENSG00000226419	No_kegg	NA	NA	ctrl_cluster7
	lncRNA	ENSG00000228302	No_kegg	NA	NA	ctrl_cluster7
LRIG2-DT	lncRNA	ENSG00000238198	No_kegg	NA	NA	ctrl_cluster7
NME1	protein_coding	ENSG00000239672	No_kegg	NA	NA	ctrl_cluster7
RDH14	protein_coding	ENSG00000240857	No_kegg	NA	NA	ctrl_cluster7
ATXN7L3B	protein_coding	ENSG00000253719	No_kegg	NA	NA	ctrl_cluster7
OTUD6B-AS1	lncRNA	ENSG00000253738	No_kegg	NA	NA	ctrl_cluster7
LASP1NB	protein_coding	ENSG00000263874	No_kegg	NA	NA	ctrl_cluster7
	protein_coding	ENSG00000264058	No_kegg	NA	NA	ctrl_cluster7
	protein_coding	ENSG00000268750	No_kegg	NA	NA	ctrl_cluster7
ZNF587B	protein_coding	ENSG00000269343	No_kegg	NA	NA	ctrl_cluster7
	lncRNA	ENSG00000271933	No_kegg	NA	NA	ctrl_cluster7
	protein_coding	ENSG00000272772	No_kegg	NA	NA	ctrl_cluster7
ZNHIT3	protein_coding	ENSG00000273611	No_kegg	NA	NA	ctrl_cluster7
	protein_coding	ENSG00000280571	No_kegg	NA	NA	ctrl_cluster7
EBLN3P	lncRNA	ENSG00000281649	No_kegg	NA	NA	ctrl_cluster7
	lncRNA	ENSG00000285667	No_kegg	NA	NA	ctrl_cluster7
