hgnc_symbol	gene_biotype	ensembl_gene_id	kegg	GO_category	Description	Cluster
CYB561	protein_coding	ENSG00000008283	No_kegg	NA	NA	ctrl_cluster1
MAPK8IP2	protein_coding	ENSG00000008735	No_kegg	cellular homeostasis,intracellular trafficking,Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse,regulation of monoatomic ion transmembrane transporter activity,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
UQCRC1	protein_coding	ENSG00000010256	kegg	Mitochondrial energy production	ATP metabolic process,nucleoside triphosphate metabolic process,proton transmembrane transport,purine nucleoside triphosphate metabolic process,purine nucleotide metabolic process,purine ribonucleoside triphosphate metabolic process,ribonucleoside triphosphate metabolic process	ctrl_cluster1_nodes
IDS	protein_coding	ENSG00000010404	No_kegg	NA	NA	ctrl_cluster1
CLCN6	protein_coding	ENSG00000011021	No_kegg	NA	NA	ctrl_cluster1
MBTD1	protein_coding	ENSG00000011258	No_kegg	NA	NA	ctrl_cluster1
DPF1	protein_coding	ENSG00000011332	No_kegg	NA	NA	ctrl_cluster1
UBR7	protein_coding	ENSG00000012963	No_kegg	NA	NA	ctrl_cluster1
EHD3	protein_coding	ENSG00000013016	No_kegg	cellular homeostasis,intracellular trafficking	regulation of monoatomic ion transmembrane transporter activity,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
PSMC4	protein_coding	ENSG00000013275	kegg	NA	NA	ctrl_cluster1
CAPN1	protein_coding	ENSG00000014216	kegg	cellular homeostasis,intracellular trafficking	regulation of monoatomic ion transmembrane transporter activity,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
NUDCD3	protein_coding	ENSG00000015676	No_kegg	NA	NA	ctrl_cluster1
NCDN	protein_coding	ENSG00000020129	No_kegg	Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse	ctrl_cluster1_nodes
ALAS1	protein_coding	ENSG00000023330	No_kegg	NA	NA	ctrl_cluster1
TOMM34	protein_coding	ENSG00000025772	No_kegg	NA	NA	ctrl_cluster1
NUP160	protein_coding	ENSG00000030066	No_kegg	NA	NA	ctrl_cluster1
ABCF2	protein_coding	ENSG00000033050	No_kegg	NA	NA	ctrl_cluster1
ZZZ3	protein_coding	ENSG00000036549	No_kegg	NA	NA	ctrl_cluster1
AP2S1	protein_coding	ENSG00000042753	No_kegg	intracellular trafficking,Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
CNTLN	protein_coding	ENSG00000044459	No_kegg	NA	NA	ctrl_cluster1
ATOSA	protein_coding	ENSG00000047346	No_kegg	NA	NA	ctrl_cluster1
PPP1R3F	protein_coding	ENSG00000049769	No_kegg	NA	NA	ctrl_cluster1
HEXB	protein_coding	ENSG00000049860	No_kegg	NA	NA	ctrl_cluster1
NNAT	protein_coding	ENSG00000053438	No_kegg	Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse	ctrl_cluster1_nodes
PTPRN	protein_coding	ENSG00000054356	No_kegg	intracellular trafficking,Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
ATP9A	protein_coding	ENSG00000054793	No_kegg	intracellular trafficking	calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
CYFIP2	protein_coding	ENSG00000055163	No_kegg	NA	NA	ctrl_cluster1
ATP2B4	protein_coding	ENSG00000058668	No_kegg	NA	NA	ctrl_cluster1
CS	protein_coding	ENSG00000062485	No_kegg	NA	NA	ctrl_cluster1
AP3D1	protein_coding	ENSG00000065000	No_kegg	intracellular trafficking,Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
KARS1	protein_coding	ENSG00000065427	No_kegg	NA	NA	ctrl_cluster1
CACNB1	protein_coding	ENSG00000067191	No_kegg	cellular homeostasis,intracellular trafficking,Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse,regulation of monoatomic ion transmembrane transporter activity,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
STOML1	protein_coding	ENSG00000067221	No_kegg	NA	NA	ctrl_cluster1
PKM	protein_coding	ENSG00000067225	No_kegg	Mitochondrial energy production	ATP metabolic process,nucleoside triphosphate metabolic process,proton transmembrane transport,purine nucleoside triphosphate metabolic process,purine nucleotide metabolic process,purine ribonucleoside triphosphate metabolic process,ribonucleoside triphosphate metabolic process	ctrl_cluster1_nodes
IDH3G	protein_coding	ENSG00000067829	No_kegg	NA	NA	ctrl_cluster1
TBC1D25	protein_coding	ENSG00000068354	No_kegg	intracellular trafficking	calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
PPP2R5B	protein_coding	ENSG00000068971	No_kegg	NA	NA	ctrl_cluster1
KCNAB2	protein_coding	ENSG00000069424	No_kegg	Mitochondrial energy production	ATP metabolic process,nucleoside triphosphate metabolic process,proton transmembrane transport,purine nucleoside triphosphate metabolic process,purine nucleotide metabolic process,purine ribonucleoside triphosphate metabolic process,ribonucleoside triphosphate metabolic process	ctrl_cluster1_nodes
GBA2	protein_coding	ENSG00000070610	No_kegg	NA	NA	ctrl_cluster1
BUD23	protein_coding	ENSG00000071462	No_kegg	NA	NA	ctrl_cluster1
ATP6AP1	protein_coding	ENSG00000071553	No_kegg	intracellular trafficking,Mitochondrial energy production,Synapse signaling	ATP metabolic process,nucleoside triphosphate metabolic process,proton transmembrane transport,purine nucleoside triphosphate metabolic process,purine nucleotide metabolic process,purine ribonucleoside triphosphate metabolic process,ribonucleoside triphosphate metabolic process,modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
PRKACA	protein_coding	ENSG00000072062	No_kegg	cellular homeostasis,intracellular trafficking,Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse,regulation of monoatomic ion transmembrane transporter activity,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
CRMP1	protein_coding	ENSG00000072832	No_kegg	NA	NA	ctrl_cluster1
SLC25A3	protein_coding	ENSG00000075415	No_kegg	Mitochondrial energy production	ATP metabolic process,nucleoside triphosphate metabolic process,proton transmembrane transport,purine nucleoside triphosphate metabolic process,purine nucleotide metabolic process,purine ribonucleoside triphosphate metabolic process,ribonucleoside triphosphate metabolic process	ctrl_cluster1_nodes
NT5C2	protein_coding	ENSG00000076685	No_kegg	Mitochondrial energy production	ATP metabolic process,nucleoside triphosphate metabolic process,proton transmembrane transport,purine nucleoside triphosphate metabolic process,purine nucleotide metabolic process,purine ribonucleoside triphosphate metabolic process,ribonucleoside triphosphate metabolic process	ctrl_cluster1_nodes
ACTL6B	protein_coding	ENSG00000077080	No_kegg	NA	NA	ctrl_cluster1
TOLLIP	protein_coding	ENSG00000078902	No_kegg	NA	NA	ctrl_cluster1
APLP2	protein_coding	ENSG00000084234	No_kegg	NA	NA	ctrl_cluster1
KIF3C	protein_coding	ENSG00000084731	No_kegg	NA	NA	ctrl_cluster1
EIF2AK1	protein_coding	ENSG00000086232	No_kegg	NA	NA	ctrl_cluster1
ATXN7L3	protein_coding	ENSG00000087152	No_kegg	NA	NA	ctrl_cluster1
GNAS	protein_coding	ENSG00000087460	No_kegg	NA	NA	ctrl_cluster1
AAMDC	protein_coding	ENSG00000087884	No_kegg	NA	NA	ctrl_cluster1
EPB41L1	protein_coding	ENSG00000088367	No_kegg	NA	NA	ctrl_cluster1
CHGB	protein_coding	ENSG00000089199	No_kegg	NA	NA	ctrl_cluster1
PEBP1	protein_coding	ENSG00000089220	No_kegg	NA	NA	ctrl_cluster1
MLF2	protein_coding	ENSG00000089693	No_kegg	NA	NA	ctrl_cluster1
DDX24	protein_coding	ENSG00000089737	No_kegg	NA	NA	ctrl_cluster1
AARS1	protein_coding	ENSG00000090861	No_kegg	NA	NA	ctrl_cluster1
NLRP1	protein_coding	ENSG00000091592	No_kegg	NA	NA	ctrl_cluster1
SLC22A17	protein_coding	ENSG00000092096	No_kegg	NA	NA	ctrl_cluster1
TOX4	protein_coding	ENSG00000092203	No_kegg	NA	NA	ctrl_cluster1
HOOK2	protein_coding	ENSG00000095066	No_kegg	intracellular trafficking	calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
HSP90AB1	protein_coding	ENSG00000096384	No_kegg	NA	NA	ctrl_cluster1
PSMD8	protein_coding	ENSG00000099341	kegg	NA	NA	ctrl_cluster1
STX1B	protein_coding	ENSG00000099365	No_kegg	intracellular trafficking,Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
CEP170B	protein_coding	ENSG00000099814	No_kegg	NA	NA	ctrl_cluster1
SNRPD3	protein_coding	ENSG00000100028	No_kegg	NA	NA	ctrl_cluster1
SNU13	protein_coding	ENSG00000100138	No_kegg	NA	NA	ctrl_cluster1
SEPTIN3	protein_coding	ENSG00000100167	No_kegg	NA	NA	ctrl_cluster1
JOSD1	protein_coding	ENSG00000100221	No_kegg	NA	NA	ctrl_cluster1
MCAT	protein_coding	ENSG00000100294	No_kegg	NA	NA	ctrl_cluster1
CBX7	protein_coding	ENSG00000100307	No_kegg	NA	NA	ctrl_cluster1
CEP128	protein_coding	ENSG00000100629	No_kegg	NA	NA	ctrl_cluster1
APEX1	protein_coding	ENSG00000100823	No_kegg	NA	NA	ctrl_cluster1
DCAF11	protein_coding	ENSG00000100897	No_kegg	NA	NA	ctrl_cluster1
GSS	protein_coding	ENSG00000100983	No_kegg	NA	NA	ctrl_cluster1
DNAJC5	protein_coding	ENSG00000101152	No_kegg	intracellular trafficking,Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
EEF1A2	protein_coding	ENSG00000101210	No_kegg	intracellular trafficking	calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
IDH3B	protein_coding	ENSG00000101365	No_kegg	Mitochondrial energy production	ATP metabolic process,nucleoside triphosphate metabolic process,proton transmembrane transport,purine nucleoside triphosphate metabolic process,purine nucleotide metabolic process,purine ribonucleoside triphosphate metabolic process,ribonucleoside triphosphate metabolic process	ctrl_cluster1_nodes
APMAP	protein_coding	ENSG00000101474	No_kegg	NA	NA	ctrl_cluster1
SYP	protein_coding	ENSG00000102003	No_kegg	intracellular trafficking,Synapse signaling	modulation of chemical synaptic transmission,neuromuscular synaptic transmission,neurotransmitter secretion,neurotransmitter transport,presynaptic endocytosis,regulation of neurotransmitter levels,regulation of neurotransmitter secretion,regulation of neurotransmitter transport,regulation of synaptic vesicle recycling,regulation of trans-synaptic signaling,signal release,signal release from synapse,synapse organization,synaptic vesicle cycle,synaptic vesicle endocytosis,synaptic vesicle exocytosis,synaptic vesicle maturation,synaptic vesicle membrane organization,synaptic vesicle recycling,vesicle-mediated transport in synapse,calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
MTMR8	protein_coding	ENSG00000102043	No_kegg	intracellular trafficking	calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
PIM2	protein_coding	ENSG00000102096	No_kegg	intracellular trafficking	calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
SLC35A2	protein_coding	ENSG00000102100	No_kegg	NA	NA	ctrl_cluster1
UBL4A	protein_coding	ENSG00000102178	No_kegg	intracellular trafficking	calcium-ion regulated exocytosis,endocytosis,establishment of protein localization to membrane,exocytic process,exocytosis,lysosomal transport,macroautophagy,membrane fusion,organelle fusion,organelle membrane fusion,protein-containing complex disassembly,regulated exocytosis,regulation of autophagy,regulation of macroautophagy,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of synaptic vesicle endocytosis,regulation of transporter activity,regulation of vesicle-mediated transport,SNARE complex assembly,vacuolar transport,vesicle fusion,vesicle organization	ctrl_cluster1_nodes
USP11	protein_coding	ENSG00000102226	No_kegg	NA	NA	ctrl_cluster1
